UniProt,Position,Target
Q93008,2222,NP
Q93008,2229,NP
Q93008,2285,NP
Q93008,2327,NP
Q93008,2329,NP
Q93008,2331,NP
Q93008,2336,NP
Q93008,2380,NP
Q93008,2385,NP
Q93008,2402,NP
Q93008,2431,NP
Q93008,2437,NP
Q93008,2455,NP
Q93008,2515,NP
Q93008,2523,NP
Q93008,2534,NP
O15234,92,NP
O15234,105,NP
O15234,242,NP
O15234,313,NP
O15234,404,NP
O15234,522,NP
O15234,547,NP
O15234,548,NP
O15234,558,NP
O15234,600,NP
O15234,621,NP
O15234,635,NP
O15234,637,NP
O15234,651,NP
O15234,661,NP
O15234,666,NP
O15234,667,NP
Q9H1J1,96,NP
Q9H1J1,107,NP
Q9H1J1,111,NP
Q9H1J1,115,NP
Q9H1J1,134,NP
Q9H1J1,177,NP
Q9H1J1,220,NP
Q9H1J1,361,NP
Q9H1J1,442,NP
Q5T200,70,NP
Q5T200,74,NP
Q5T200,485,NP
Q5T200,507,NP
Q5T200,522,NP
Q5T200,529,NP
Q5T200,602,NP
Q5T200,826,NP
Q5T200,905,NP
Q5T200,1305,NP
Q5T200,1619,NP
P55268,48,NP
P55268,76,NP
P55268,175,NP
P55268,177,NP
P55268,180,NP
P55268,206,NP
P55268,219,NP
P55268,270,NP
P55268,271,NP
P55268,272,NP
P55268,275,NP
P55268,286,NP
P55268,328,NP
P55268,363,NP
P55268,394,NP
P55268,492,NP
P55268,559,NP
P55268,621,NP
P55268,674,NP
P55268,689,NP
P55268,708,NP
P55268,747,NP
P55268,777,NP
P55268,820,NP
P55268,821,NP
P55268,920,NP
P55268,948,NP
P55268,960,NP
P55268,1330,NP
P55268,1640,NP
P55268,1710,NP
P55268,1794,NP
Q8TBE7,26,NP
Q8TBE7,153,NP
Q8TBE7,154,NP
Q8TBE7,164,NP
Q8TBE7,171,NP
Q8TBE7,183,NP
Q8TBE7,220,NP
Q8TBE7,258,NP
Q8TBE7,275,NP
Q8TBE7,320,NP
Q8TBE7,336,NP
Q8TBE7,337,NP
Q8TBE7,391,NP
Q8TBE7,394,NP
Q8TBE7,403,NP
Q99572,26,NP
Q99572,40,NP
Q99572,51,NP
Q99572,93,NP
Q99572,122,NP
Q99572,155,NP
Q99572,203,NP
Q99572,257,NP
Q99572,273,NP
Q99572,288,NP
Q99572,291,NP
Q99572,295,NP
Q99572,298,NP
Q99572,299,NP
Q99572,336,NP
Q99572,358,NP
Q99572,368,NP
Q99572,382,NP
Q99572,383,NP
Q99572,384,NP
Q99572,400,NP
Q99572,529,NP
Q99572,550,NP
Q99572,553,NP
Q99572,595,NP
Q14112,68,NP
Q14112,76,NP
Q14112,94,NP
Q14112,97,NP
Q14112,124,NP
Q14112,139,NP
Q14112,166,NP
Q14112,194,NP
Q14112,199,NP
Q14112,215,NP
Q14112,241,NP
Q14112,255,NP
Q14112,310,NP
Q14112,317,NP
Q14112,318,NP
Q14112,327,NP
Q14112,414,NP
Q14112,423,NP
Q14112,463,NP
Q14112,480,NP
Q14112,517,NP
Q14112,557,NP
Q14112,566,NP
Q14112,621,NP
Q14112,641,NP
Q14112,654,NP
Q14112,666,NP
Q14112,670,NP
Q14112,672,NP
Q14112,685,NP
Q14112,698,NP
Q14112,706,NP
Q14112,733,NP
Q14112,764,NP
Q14112,784,NP
Q14112,792,NP
Q14112,825,NP
Q14112,833,NP
Q14112,883,NP
Q14112,908,NP
Q14112,922,NP
Q14112,923,NP
Q14112,951,NP
Q14112,953,NP
Q14112,1030,NP
Q14112,1039,NP
Q14112,1112,NP
Q14112,1120,NP
Q14112,1149,NP
Q14112,1157,NP
Q14112,1201,NP
Q14112,1225,NP
Q14112,1244,NP
Q14112,1317,NP
Q14112,1324,NP
Q14112,1329,NP
Q14112,1352,NP
Q14112,1361,NP
Q14112,1367,NP
Q14112,1369,NP
Q16739,32,NP
Q16739,47,NP
Q16739,78,NP
Q16739,81,NP
Q16739,105,NP
Q16739,132,NP
Q16739,137,NP
Q16739,173,NP
Q16739,188,NP
Q16739,196,NP
Q16739,197,NP
Q16739,232,NP
Q16739,237,NP
Q16739,264,NP
Q16739,331,NP
Q16739,349,NP
Q16739,362,NP
Q969Y0,32,NP
Q969Y0,62,NP
Q969Y0,65,NP
Q969Y0,107,NP
Q969Y0,139,NP
Q969Y0,143,NP
Q969Y0,164,NP
Q969Y0,169,NP
Q969Y0,209,NP
Q969Y0,242,NP
Q969Y0,268,NP
Q969Y0,325,NP
Q969Y0,326,NP
Q969Y0,370,NP
Q969Y0,405,NP
Q969Y0,424,NP
Q969Y0,456,NP
Q969Y0,501,NP
Q969Y0,519,NP
Q969Y0,531,NP
P78371,299,NP
P78371,408,NP
Q8IWZ5,44,NP
Q8IWZ5,89,NP
Q8IWZ5,90,NP
Q8IWZ5,91,NP
Q8IWZ5,199,NP
Q8IWZ5,209,NP
Q8IWZ5,218,NP
Q8IWZ5,224,NP
Q8IWZ5,248,NP
Q8IWZ5,429,NP
Q8IWZ5,461,NP
Q8IWZ5,474,NP
Q8IWZ5,508,NP
Q8IWZ5,533,NP
Q8IWZ5,572,NP
Q8IWZ5,574,NP
Q8IWZ5,594,NP
Q8IWZ5,610,NP
Q8IWZ5,615,NP
Q8IWZ5,622,NP
Q8IWZ5,638,NP
Q8IWZ5,675,NP
O43707,180,NP
O43707,799,NP
P61201,16,NP
P61201,20,NP
P61201,36,NP
P61201,37,NP
P61201,92,NP
P61201,98,NP
P61201,107,NP
P61201,132,NP
P61201,198,NP
P61201,205,NP
P61201,218,NP
P61201,265,NP
P61201,318,NP
P61201,366,NP
P61201,421,NP
Q8NI99,29,NP
Q8NI99,274,NP
Q8NI99,316,NP
Q8NI99,327,NP
Q8NI99,335,NP
Q8NI99,361,NP
Q8NI99,373,NP
Q8NI99,380,NP
Q8NI99,406,NP
Q8NI99,413,NP
Q8NI99,420,NP
Q8NI99,438,NP
Q8NI99,456,NP
O15116,56,NP
Q9Y646,92,NP
Q9Y646,173,NP
Q9Y646,186,NP
Q9Y646,213,NP
Q9Y646,222,NP
Q9Y646,263,NP
Q9Y646,346,NP
Q9Y646,347,NP
Q9Y646,357,NP
Q9Y646,427,NP
Q9Y646,429,NP
Q9Y646,460,NP
Q9Y3Z3,42,NP
Q9Y3Z3,154,NP
Q9Y3Z3,173,NP
Q9Y3Z3,257,NP
Q9Y3Z3,287,NP
Q9Y3Z3,298,NP
Q9Y3Z3,331,NP
Q9Y3Z3,360,NP
Q9Y3Z3,374,NP
Q9Y3Z3,396,NP
Q9Y3Z3,407,NP
Q9Y3Z3,450,NP
Q9Y3Z3,456,NP
Q9Y3Z3,473,NP
Q9Y3Z3,521,NP
Q9Y3Z3,563,NP
Q9Y3Z3,568,NP
O15245,72,NP
O15245,91,NP
O15245,127,NP
O15245,168,NP
O15245,199,NP
O15245,240,NP
O15245,256,NP
O15245,278,NP
O15245,279,NP
O15245,352,NP
O15245,376,NP
O15245,381,NP
O15245,404,NP
O15245,457,NP
O15245,543,NP
Q96EQ8,74,NP
Q96EQ8,78,NP
Q96EQ8,122,NP
Q96EQ8,126,NP
Q96EQ8,149,NP
Q96EQ8,200,NP
Q96EQ8,225,NP
Q9NZK5,130,NP
Q9NZK5,168,NP
Q9NZK5,197,NP
Q9NZK5,220,NP
Q9NZK5,227,NP
Q9NZK5,236,NP
Q9NZK5,242,NP
Q9NZK5,253,NP
Q9NZK5,269,NP
Q9NZK5,290,NP
Q9NZK5,353,NP
Q9NZK5,453,NP
Q9NZK5,456,NP
Q9NZK5,482,NP
Q9UIY3,43,NP
Q9UIY3,80,NP
Q9UIY3,82,NP
Q9UIY3,109,NP
Q9UIY3,134,NP
Q9UIY3,161,NP
Q9UIY3,166,NP
Q9UIY3,213,NP
Q9UIY3,259,NP
Q13233,299,NP
Q13233,317,NP
Q13233,338,NP
Q13233,392,NP
Q13233,501,NP
Q13233,544,NP
Q13233,553,NP
Q13233,648,NP
Q13233,651,NP
Q13233,664,NP
Q13233,736,NP
Q13233,773,NP
Q13233,791,NP
Q13233,820,NP
Q13233,893,NP
Q13233,1167,NP
Q13233,1237,NP
Q13233,1258,NP
Q13233,1276,NP
Q13233,1319,NP
Q13233,1349,NP
Q13233,1359,NP
Q13233,1426,NP
Q9H1D0,129,NP
Q9H1D0,155,NP
Q9H1D0,256,NP
Q9H1D0,262,NP
Q9H1D0,310,NP
Q9H1D0,364,NP
Q9H1D0,368,NP
Q9H1D0,376,NP
Q9H1D0,379,NP
Q9H1D0,389,NP
Q9H1D0,417,NP
Q9H1D0,472,NP
Q9H1D0,507,NP
Q9H1D0,549,NP
Q9H1D0,564,NP
Q9H1D0,566,NP
Q9H1D0,587,NP
Q9H1D0,595,NP
Q9H1D0,599,NP
Q9H1D0,663,NP
Q9H1D0,687,NP
Q9H1D0,763,NP
Q08426,4,NP
Q08426,111,NP
Q08426,245,NP
Q08426,258,NP
Q08426,270,NP
Q08426,450,NP
Q08426,488,NP
Q08426,489,NP
Q08426,493,NP
Q08426,558,NP
Q08426,603,NP
Q08426,625,NP
Q08426,650,NP
Q08426,654,NP
Q08426,697,NP
Q14671,362,NP
Q14671,381,NP
Q14671,407,NP
Q14671,429,NP
Q14671,441,NP
Q14671,460,NP
Q14671,461,NP
Q14671,469,NP
Q14671,550,NP
Q14671,558,NP
Q14671,559,NP
Q14671,646,NP
Q14671,732,NP
Q14671,819,NP
Q14671,841,NP
Q14671,890,NP
Q14671,900,NP
Q14671,933,NP
Q14671,1005,NP
Q14671,1041,NP
Q14671,1044,NP
Q14671,1156,NP
Q14671,1167,NP
Q96KW9,88,NP
Q96KW9,96,NP
Q96KW9,132,NP
O95393,17,NP
O95393,84,NP
O95393,89,NP
O95393,126,NP
O95393,148,NP
O95393,158,NP
O95393,192,NP
O95393,322,NP
O95393,329,NP
O95393,347,NP
O95393,350,NP
O95393,358,NP
O95393,401,NP
O95393,409,NP
O95393,413,NP
Q86U42,175,NP
Q86U42,181,NP
Q86U42,266,NP
Q86U42,273,NP
Q86U42,281,NP
Q86U42,293,NP
Q86U42,303,NP
Q86U42,306,NP
Q8WUA8,83,NP
Q8WUA8,209,NP
Q8WUA8,325,NP
Q9Y3C7,33,NP
Q9Y3C7,42,NP
Q9Y3C7,51,NP
Q9Y3C7,54,NP
Q9Y3C7,57,NP
Q9Y3C7,63,NP
Q9Y3C7,66,NP
Q9Y3C7,81,NP
Q9Y3C7,108,NP
P01100,29,NP
P01100,106,NP
P01100,299,NP
P01100,337,NP
P01100,345,NP
Q9Y2R0,74,NP
Q9Y2R0,77,NP
O14562,129,NP
O14562,222,NP
O14562,284,NP
O14562,285,NP
O14562,288,NP
O14562,294,NP
Q96AV8,158,NP
Q96AV8,161,NP
Q96AV8,187,NP
Q96AV8,207,NP
Q96AV8,237,NP
Q96AV8,248,NP
Q96AV8,336,NP
Q96AV8,394,NP
Q96AV8,432,NP
Q96AV8,441,NP
Q96AV8,452,NP
Q96AV8,492,NP
Q96AV8,548,NP
Q96AV8,558,NP
Q96AV8,617,NP
Q96AV8,706,NP
Q96AV8,760,NP
O14649,18,NP
O14649,52,NP
O14649,59,NP
O14649,85,NP
O14649,96,NP
O14649,138,NP
O14649,181,NP
O14649,190,NP
O14649,191,NP
O14649,192,NP
O14649,205,NP
O14649,220,NP
O14649,227,NP
O14649,353,NP
Q9BVV2,41,NP
Q9BVV2,76,NP
Q9BVV2,77,NP
Q9BVV2,240,NP
Q8IXS8,27,NP
Q8IXS8,64,NP
Q8IXS8,86,NP
Q8IXS8,109,NP
Q8IXS8,162,NP
Q8IXS8,188,NP
Q8IXS8,194,NP
Q8IXS8,200,NP
Q8IXS8,245,NP
Q8IXS8,246,NP
Q8IXS8,249,NP
Q8IXS8,265,NP
Q8IXS8,459,NP
Q9Y6X4,23,NP
Q9Y6X4,58,NP
Q9Y6X4,82,NP
Q9Y6X4,124,NP
Q9Y6X4,144,NP
Q9Y6X4,158,NP
Q9Y6X4,175,NP
Q9Y6X4,222,NP
Q9Y6X4,228,NP
Q9Y6X4,232,NP
Q9Y6X4,249,NP
O14980,36,NP
O14980,77,NP
O14980,78,NP
O14980,105,NP
O14980,126,NP
O14980,240,NP
O14980,279,NP
O14980,308,NP
O14980,353,NP
O14980,372,NP
O14980,381,NP
O14980,463,NP
O14980,546,NP
O14980,551,NP
O14980,634,NP
O14980,639,NP
O14980,657,NP
O14980,714,NP
O14980,721,NP
O14980,788,NP
O14980,915,NP
O14980,918,NP
O14980,948,NP
O14980,977,NP
Q12873,156,NP
Q12873,162,NP
Q12873,309,NP
Q12873,401,NP
Q12873,439,NP
Q12873,458,NP
Q12873,478,NP
Q12873,559,NP
Q12873,581,NP
Q12873,614,NP
Q12873,621,NP
Q12873,622,NP
Q12873,647,NP
Q12873,649,NP
Q12873,658,NP
Q12873,673,NP
Q12873,680,NP
Q12873,698,NP
Q12873,722,NP
Q12873,776,NP
Q12873,779,NP
Q12873,812,NP
Q12873,816,NP
Q12873,902,NP
Q12873,995,NP
Q12873,996,NP
Q12873,1033,NP
Q12873,1050,NP
Q12873,1098,NP
Q12873,1101,NP
Q12873,1182,NP
Q12873,1255,NP
Q12873,1291,NP
Q12873,1326,NP
Q12873,1349,NP
Q12873,1455,NP
Q12873,1634,NP
Q12873,1746,NP
Q12873,1757,NP
Q12873,1920,NP
Q12873,1925,NP
Q12873,1931,NP
Q12873,1950,NP
O00237,11,NP
O00237,28,NP
O00237,59,NP
O00237,84,NP
O00237,108,NP
O00237,162,NP
O00237,192,NP
O00237,218,NP
O00237,238,NP
O00237,276,NP
O00237,283,NP
O00237,288,NP
O00237,297,NP
O00237,299,NP
O00237,363,NP
O00237,382,NP
O00237,387,NP
O00237,389,NP
O00237,396,NP
O00237,413,NP
O00237,424,NP
O00237,433,NP
O00237,462,NP
O00237,465,NP
O00237,508,NP
O00237,582,NP
O00237,595,NP
O00237,598,NP
O00237,667,NP
O00237,673,NP
P62249,49,NP
P62249,95,NP
P62249,96,NP
P62249,99,NP
P62249,141,NP
P62249,145,NP
Q86YI8,135,NP
Q86YI8,148,NP
P21246,6,NP
O95571,192,NP
O95571,197,NP
Q96EK9,11,NP
Q96EK9,33,NP
Q96EK9,49,NP
Q96EK9,83,NP
Q96EK9,89,NP
Q96EK9,106,NP
Q96EK9,204,NP
Q96EK9,328,NP
Q96EK9,348,NP
Q7Z6W1,163,NP
Q0ZGT2,22,NP
Q0ZGT2,61,NP
Q0ZGT2,94,NP
Q0ZGT2,179,NP
Q0ZGT2,204,NP
Q0ZGT2,305,NP
Q0ZGT2,431,NP
Q0ZGT2,628,NP
Q0ZGT2,630,NP
Q0ZGT2,637,NP
Q0ZGT2,640,NP
Q0ZGT2,652,NP
Q5JPH6,67,NP
Q5JPH6,115,NP
Q5JPH6,124,NP
Q5JPH6,138,NP
Q5JPH6,163,NP
Q5JPH6,203,NP
Q5JPH6,228,NP
Q5JPH6,261,NP
Q5JPH6,421,NP
Q5JPH6,423,NP
Q5JPH6,481,NP
Q9ULI1,64,NP
Q9ULI1,75,NP
Q9ULI1,85,NP
Q9ULI1,126,NP
Q9ULI1,161,NP
Q9ULI1,172,NP
Q9ULI1,173,NP
Q9ULI1,232,NP
Q9ULI1,259,NP
Q9ULI1,278,NP
Q9ULI1,318,NP
Q9ULI1,330,NP
Q9ULI1,338,NP
Q9ULI1,347,NP
Q9ULI1,370,NP
Q9ULI1,383,NP
Q9ULI1,387,NP
Q9ULI1,389,NP
Q9ULI1,400,NP
Q9ULI1,415,NP
Q9ULI1,434,NP
Q9ULI1,478,NP
Q9ULI1,485,NP
Q9ULI1,599,NP
Q9ULI1,664,NP
Q9ULI1,718,NP
Q9ULI1,745,NP
Q9ULI1,762,NP
Q9ULI1,781,NP
Q9ULI1,852,NP
Q9ULI1,862,NP
Q9ULI1,881,NP
Q9ULI1,883,NP
Q9ULI1,956,NP
Q9ULI1,1023,NP
Q9ULI1,1036,NP
Q9ULI1,1060,NP
Q9ULI1,1088,NP
Q9ULI1,1093,NP
Q9ULI1,1099,NP
Q9ULI1,1112,NP
Q9ULI1,1118,NP
Q9ULI1,1382,NP
Q9ULI1,1554,NP
Q9ULI1,1578,NP
Q9ULI1,1581,NP
Q9ULI1,1616,NP
Q9ULI1,1643,NP
Q9ULI1,1680,NP
Q9ULI1,1738,NP
O43286,30,NP
O43286,33,NP
O43286,42,NP
O43286,65,NP
O43286,85,NP
O43286,108,NP
O43286,136,NP
O43286,198,NP
O43286,245,NP
O43286,246,NP
O43286,262,NP
O43286,264,NP
O43286,268,NP
O43286,312,NP
O43286,324,NP
O43286,341,NP
O43286,361,NP
O43286,367,NP
O43286,371,NP
Q8IYJ3,276,NP
Q8IYJ3,308,NP
Q8IYJ3,336,NP
Q8IYJ3,408,NP
Q8IYJ3,445,NP
Q8IYJ3,479,NP
Q8IYJ3,520,NP
Q96MW7,165,NP
Q96MW7,178,NP
Q96MW7,192,NP
Q96MW7,239,NP
Q96MW7,250,NP
Q96MW7,259,NP
Q96MW7,279,NP
Q96MW7,287,NP
Q96MW7,315,NP
Q96MW7,345,NP
Q96MW7,346,NP
Q96MW7,414,NP
Q96MW7,494,NP
Q96MW7,530,NP
Q96MW7,550,NP
O94906,78,NP
O94906,84,NP
O94906,94,NP
O94906,131,NP
O94906,222,NP
O94906,376,NP
O94906,446,NP
O94906,582,NP
O94906,658,NP
O94906,732,NP
O94906,788,NP
O94906,882,NP
P78346,30,NP
P78346,100,NP
P78346,136,NP
P78346,156,NP
P78346,201,NP
Q5T4T6,46,NP
Q5T4T6,64,NP
Q5T4T6,227,NP
Q5T4T6,293,NP
Q5T4T6,332,NP
Q5T4T6,368,NP
Q5T4T6,377,NP
Q5T4T6,500,NP
Q5T4T6,531,NP
Q96HR8,252,NP
Q96HR8,285,NP
Q96HR8,368,NP
Q96HR8,382,NP
Q96HR8,396,NP
Q96HR8,422,NP
Q96HR8,466,NP
Q96HR8,493,NP
Q96HR8,494,NP
Q9NXV6,8,NP
Q9NXV6,92,NP
Q9NXV6,511,NP
Q9NXV6,549,NP
Q9NQT8,58,NP
Q9NQT8,73,NP
Q9NQT8,95,NP
Q9NQT8,102,NP
Q9NQT8,111,NP
Q9NQT8,150,NP
Q9NQT8,154,NP
Q9NQT8,182,NP
Q9NQT8,194,NP
Q9NQT8,235,NP
Q9NQT8,305,NP
Q9NQT8,337,NP
Q9NQT8,346,NP
Q9NQT8,465,NP
Q9NQT8,466,NP
Q9NQT8,589,NP
Q9NQT8,591,NP
Q9NQT8,633,NP
Q9NQT8,713,NP
Q9NQT8,783,NP
Q9NQT8,791,NP
Q9NQT8,812,NP
Q9NQT8,818,NP
Q9NQT8,892,NP
Q9NQT8,952,NP
Q9NQT8,1004,NP
Q9NQT8,1083,NP
Q9NQT8,1105,NP
Q9NQT8,1339,NP
Q9NQT8,1343,NP
Q9NQT8,1399,NP
Q9NQT8,1568,NP
Q9NQT8,1719,NP
Q9NQT8,1751,NP
Q9NQT8,1758,NP
Q8NEH6,22,NP
Q8NEH6,132,NP
Q8NEH6,149,NP
Q8NEH6,187,NP
Q8NEH6,206,NP
Q8NEH6,224,NP
Q8NEH6,244,NP
Q8NEH6,324,NP
Q8NEH6,332,NP
Q8NEH6,485,NP
Q13049,181,NP
Q13049,188,NP
Q13049,226,NP
Q13049,378,NP
Q13049,393,NP
Q13049,448,NP
Q13049,455,NP
Q13049,507,NP
Q13049,528,NP
Q13049,608,NP
Q13049,643,NP
Q13049,645,NP
Q13049,650,NP
Q96JM2,16,NP
Q96JM2,85,NP
Q96JM2,86,NP
Q96JM2,92,NP
Q96JM2,93,NP
Q96JM2,116,NP
Q96JM2,150,NP
Q96JM2,169,NP
Q96JM2,184,NP
Q96JM2,250,NP
Q96JM2,302,NP
Q96JM2,343,NP
Q96JM2,365,NP
Q96JM2,470,NP
Q96JM2,520,NP
Q96JM2,600,NP
Q96JM2,781,NP
Q96JM2,800,NP
Q96JM2,801,NP
Q96JM2,825,NP
Q96JM2,843,NP
Q96JM2,844,NP
Q96JM2,862,NP
Q96JM2,868,NP
Q96JM2,875,NP
Q96JM2,886,NP
Q96JM2,892,NP
Q96JM2,895,NP
Q96JM2,905,NP
Q96JM2,925,NP
Q96JM2,932,NP
Q96JM2,944,NP
Q96JM2,962,NP
Q96JM2,1030,NP
Q96JM2,1049,NP
Q96JM2,1060,NP
Q96JM2,1114,NP
Q96JM2,1115,NP
Q96JM2,1121,NP
Q96JM2,1133,NP
Q96JM2,1146,NP
Q96JM2,1200,NP
Q96JM2,1212,NP
Q96JM2,1272,NP
Q96JM2,1276,NP
Q96JM2,1278,NP
Q96JM2,1312,NP
Q96JM2,1319,NP
Q96JM2,1331,NP
Q96JM2,1339,NP
Q96JM2,1342,NP
Q96JM2,1344,NP
Q96JM2,1369,NP
Q96JM2,1388,NP
Q96JM2,1470,NP
Q96JM2,1479,NP
Q96JM2,1489,NP
Q96JM2,1515,NP
Q96JM2,1522,NP
Q96JM2,1534,NP
Q96JM2,1574,NP
Q96JM2,1577,NP
Q96JM2,1584,NP
Q96JM2,1596,NP
Q96JM2,1599,NP
Q96JM2,1667,NP
Q96JM2,1679,NP
Q96JM2,1704,NP
Q96JM2,1716,NP
Q96JM2,1786,NP
Q96JM2,1806,NP
Q96JM2,1811,NP
Q96JM2,1866,NP
Q96JM2,1892,NP
Q96JM2,1937,NP
Q96JM2,1968,NP
Q96JM2,1993,NP
Q96JM2,2029,NP
Q96JM2,2065,NP
Q96JM2,2146,NP
Q96JM2,2159,NP
Q96JM2,2202,NP
Q96JM2,2210,NP
Q96JM2,2228,NP
Q96JM2,2261,NP
Q96JM2,2265,NP
Q96JM2,2294,NP
Q96JM2,2328,NP
Q96JM2,2334,NP
Q96JM2,2335,NP
Q92900,6,NP
Q92900,125,NP
Q92900,184,NP
Q92900,296,NP
Q92900,300,NP
Q92900,302,NP
Q92900,316,NP
Q92900,377,NP
Q92900,398,NP
Q92900,453,NP
Q92900,606,NP
Q92900,713,NP
Q92900,728,NP
Q92900,760,NP
Q92900,775,NP
Q92900,807,NP
Q92900,813,NP
Q92900,817,NP
Q92900,829,NP
Q92900,902,NP
Q92900,903,NP
Q92900,1008,NP
Q92900,1069,NP
Q92900,1093,NP
O95876,10,NP
O95876,60,NP
O95876,62,NP
O95876,63,NP
O95876,88,NP
O95876,125,NP
O95876,214,NP
O95876,215,NP
O95876,269,NP
O95876,297,NP
O95876,319,NP
O95876,364,NP
O95876,459,NP
O95876,495,NP
O95876,502,NP
O95876,552,NP
O95876,566,NP
O95876,573,NP
O95876,584,NP
O95876,608,NP
Q9NR99,34,NP
Q9NR99,112,NP
Q9NR99,179,NP
Q9NR99,189,NP
Q9NR99,213,NP
Q9NR99,247,NP
Q9NR99,263,NP
Q9NR99,343,NP
Q9NR99,374,NP
Q9NR99,383,NP
Q9NR99,384,NP
Q9NR99,405,NP
Q9NR99,407,NP
Q9NR99,417,NP
Q9NR99,418,NP
Q9NR99,455,NP
Q9NR99,456,NP
Q9NR99,459,NP
Q9NR99,553,NP
Q9NR99,568,NP
Q9NR99,629,NP
Q9NR99,649,NP
Q9NR99,918,NP
Q9NR99,931,NP
Q9NR99,960,NP
Q9NR99,977,NP
Q9NR99,1243,NP
Q9NR99,1290,NP
Q9NR99,1295,NP
Q9NR99,1303,NP
Q9NR99,1317,NP
Q9NR99,1533,NP
Q9NR99,1632,NP
Q9NR99,1651,NP
Q9NR99,1698,NP
Q9NR99,1725,NP
Q9NR99,1926,NP
Q9NR99,1957,NP
Q9NR99,1963,NP
Q9NR99,2023,NP
Q9NR99,2108,NP
Q9NR99,2120,NP
Q9NR99,2160,NP
Q9NR99,2257,NP
Q9NR99,2301,NP
Q9NR99,2322,NP
Q9NR99,2353,NP
Q9NR99,2360,NP
Q9NR99,2395,NP
Q9NR99,2398,NP
Q9NR99,2490,NP
Q9NR99,2491,NP
Q9NR99,2594,NP
Q9NR99,2643,NP
Q9NR99,2709,NP
Q9NR99,2731,NP
Q9NR99,2744,NP
Q9NR99,2784,NP
Q9NR99,2808,NP
Q9NR99,2824,NP
Q9Y6X6,31,NP
Q9Y6X6,32,NP
Q9Y6X6,103,NP
Q9Y6X6,165,NP
Q9Y6X6,179,NP
Q9Y6X6,234,NP
Q9Y6X6,255,NP
Q9Y6X6,265,NP
Q9Y6X6,330,NP
Q9Y6X6,419,NP
Q9Y6X6,431,NP
Q9Y6X6,444,NP
Q9Y6X6,450,NP
Q9Y6X6,458,NP
Q9Y6X6,556,NP
Q9Y6X6,574,NP
Q9Y6X6,576,NP
Q9Y6X6,597,NP
Q9Y6X6,609,NP
Q9Y6X6,621,NP
Q9Y6X6,718,NP
Q9Y6X6,745,NP
Q9Y6X6,805,NP
Q9Y6X6,829,NP
Q9Y6X6,883,NP
Q9Y6X6,907,NP
Q9Y6X6,913,NP
Q9Y6X6,960,NP
Q9Y6X6,989,NP
Q9Y6X6,1057,NP
Q9Y6X6,1064,NP
Q9Y6X6,1134,NP
Q9Y6X6,1196,NP
Q9Y6X6,1222,NP
Q9Y6X6,1312,NP
Q9Y6X6,1340,NP
Q9Y6X6,1363,NP
Q9Y6X6,1412,NP
Q9Y6X6,1432,NP
Q9Y6X6,1542,NP
Q9Y6X6,1587,NP
Q9Y6X6,1637,NP
Q9Y6X6,1660,NP
Q9Y6X6,1760,NP
Q15907,10,NP
Q15907,80,NP
Q15907,81,NP
Q9H3S7,34,NP
Q9H3S7,41,NP
Q9H3S7,71,NP
Q9H3S7,77,NP
Q9H3S7,112,NP
Q9H3S7,119,NP
Q9H3S7,156,NP
Q9H3S7,165,NP
Q9H3S7,214,NP
Q9H3S7,246,NP
Q9H3S7,247,NP
Q9H3S7,272,NP
Q9H3S7,309,NP
Q9H3S7,320,NP
Q9H3S7,372,NP
Q9H3S7,414,NP
Q9H3S7,501,NP
Q9H3S7,609,NP
Q9H3S7,615,NP
Q9H3S7,637,NP
Q9H3S7,662,NP
Q9H3S7,665,NP
Q9H3S7,786,NP
Q9H3S7,796,NP
Q9H3S7,822,NP
Q9H3S7,827,NP
Q9H3S7,848,NP
Q9H3S7,922,NP
Q9H3S7,924,NP
Q9H3S7,998,NP
Q9H3S7,1000,NP
Q9H3S7,1019,NP
Q9H3S7,1051,NP
Q9H3S7,1217,NP
Q9H3S7,1243,NP
Q9H3S7,1255,NP
Q9H3S7,1302,NP
Q9H3S7,1378,NP
Q9H3S7,1406,NP
Q9H3S7,1446,NP
Q05639,162,NP
Q05639,167,NP
Q05639,183,NP
Q05639,357,NP
Q05639,418,NP
Q9UH99,69,NP
Q9UH99,70,NP
Q9UH99,181,NP
Q9UH99,189,NP
Q9UH99,228,NP
Q9UH99,232,NP
Q9UH99,234,NP
Q9UH99,236,NP
Q9UH99,539,NP
Q9UH99,567,NP
Q9UH99,583,NP
Q9UH99,667,NP
Q9UH99,687,NP
Q9UH99,703,NP
Q9UH99,707,NP
P55263,48,NP
P55263,129,NP
P55263,130,NP
P55263,161,NP
P55263,183,NP
P55263,223,NP
P55263,233,NP
P55263,342,NP
O14503,29,NP
O14503,34,NP
O14503,53,NP
O14503,156,NP
O14503,326,NP
O14503,335,NP
O14503,344,NP
O14503,352,NP
Q9C0A6,16,NP
Q9C0A6,40,NP
Q9C0A6,45,NP
Q9C0A6,58,NP
Q9C0A6,150,NP
Q9C0A6,217,NP
Q9C0A6,225,NP
Q9C0A6,301,NP
Q9C0A6,328,NP
Q9C0A6,374,NP
Q9C0A6,391,NP
Q9C0A6,393,NP
Q9C0A6,398,NP
Q9C0A6,622,NP
Q9C0A6,696,NP
Q9C0A6,702,NP
Q9C0A6,755,NP
Q9C0A6,809,NP
Q9C0A6,922,NP
Q9C0A6,985,NP
Q9C0A6,1000,NP
Q9C0A6,1018,NP
Q9C0A6,1029,NP
